transaction_id,timestamp,product_id,quantity,price,customer_id
54,1730072887.364683,12487,1,87.81,28859
55,1730072947.364683,93251,5,73.39,63571
56,1730073007.364683,86477,1,86.05,94956
57,1730073067.364683,63883,2,49.11,12356
58,1730073127.364683,3790,4,32.31,47858
59,1730073187.364683,51187,4,48.87,41586
60,1730073247.364683,51518,4,70.14,48014
61,1730073307.364683,50037,4,65.99,63424
62,1730073367.364683,13645,5,39.55,19267
63,1730073427.364683,15805,5,26.22,22998
64,1730073487.364683,71755,3,17.23,41802
65,1730073547.364683,53316,2,56.69,85890
66,1730073607.364683,55369,2,85.45,39732
67,1730073667.364683,42692,3,46.02,86180
68,1730073727.364683,95153,5,32.12,4913
69,1730073787.364683,68394,4,40.29,60787
70,1730073847.364683,66931,3,75.61,24556
71,1730073907.364683,10920,4,17.1,94592
72,1730073967.364683,60503,4,30.38,7797
73,1730074027.364683,59762,4,50.76,91083
74,1730074087.364683,82531,5,80.3,33956
75,1730074147.364683,26746,3,12.47,99241
76,1730074207.364683,47026,4,16.09,25848
77,1730074267.364683,83131,5,75.85,61344
78,1730074327.364683,24995,3,20.49,29523
79,1730074387.364683,597,2,63.86,7695
80,1730074447.364683,12975,4,61.39,17325
81,1730074507.364683,43828,2,18.43,68315
82,1730074567.364683,99412,3,30.01,52772
83,1730074627.364683,7629,2,15.62,20300
84,1730074687.364683,40585,4,12.97,73787
85,1730074747.364683,96314,3,49.15,13507
86,1730074807.364683,64658,2,10.24,79505
87,1730074867.364683,55050,5,74.49,56661
88,1730074927.364683,49216,1,75.95,2780
89,1730074987.364683,20816,5,97.07,56008
90,1730075047.364683,19029,4,71.78,93542
91,1730075107.364683,45834,1,8.46,51212
92,1730075167.364683,1881,1,33.84,93809
93,1730075227.364683,54626,3,23.59,78446
94,1730075287.364683,27643,5,82.98,44978
95,1730075347.364683,46783,2,52.54,53045
96,1730075407.364683,29811,3,79.44,58517
97,1730075467.364683,20412,5,87.79,38170
98,1730075527.364683,9863,2,78.64,37196
99,1730075587.364683,95681,4,89.26,38006
100,1730075647.364683,83011,1,7.77,29533
101,1730075707.364683,86822,2,92.84,21341
102,1730075767.364683,80788,5,22.14,52232
103,1730075827.364683,93323,3,19.29,95902
104,1730075887.364683,62078,2,82.69,97412
105,1730075947.364683,8348,3,77.93,26144
106,1730076007.364683,3036,5,50.74,65635
107,1730076067.364683,91895,1,65.92,7274
108,1730076127.364683,70077,5,53.36,64816
109,1730076187.364683,23689,1,92.73,39152
110,1730076247.364683,67513,5,68.64,76516
111,1730076307.364683,42328,4,52.1,78787
112,1730076367.364683,71752,1,80.0,35894
113,1730076427.364683,99810,2,31.72,80258
114,1730076487.364683,53571,4,56.37,57775
115,1730076547.364683,7337,2,94.68,41089
116,1730076607.364683,27877,5,57.73,66083
117,1730076667.364683,21194,1,90.17,23929
118,1730076727.364683,67344,2,17.55,27658
119,1730076787.364683,40087,1,79.54,50017
120,1730076847.364683,24769,1,67.65,96470
121,1730076907.364683,72838,4,91.51,48572
122,1730076967.364683,97212,1,49.23,60768
123,1730077027.364683,72752,2,22.19,80908
124,1730077087.364683,15679,1,52.56,24087
125,1730077147.364683,27002,3,31.01,3348
126,1730077207.364683,91393,1,30.4,56889
127,1730077267.364683,88773,1,31.36,66109
128,1730077327.364683,79867,5,53.02,58805
129,1730077387.364683,56857,3,55.09,95568
130,1730077447.364683,20507,2,65.82,91691
131,1730077507.364683,97106,3,29.42,33694
132,1730077567.364683,68699,4,87.68,16621
133,1730077627.364683,37807,4,55.68,89970
134,1730077687.364683,85466,2,41.7,93194
135,1730077747.364683,2611,1,49.64,18517
136,1730077807.364683,42577,1,25.28,10843
137,1730077867.364683,81245,1,6.49,19644
138,1730077927.364683,33216,2,68.14,95061
139,1730077987.364683,50013,1,81.05,92432
140,1730078047.364683,80032,3,31.01,30720
141,1730078107.364683,4412,4,52.2,79450
142,1730078167.364683,75378,3,13.59,5294
143,1730078227.364683,62144,3,26.64,17709
144,1730078287.364683,16164,4,38.33,49318
145,1730078347.364683,91824,3,58.6,32518
146,1730078407.364683,31376,4,52.0,38248
147,1730078467.364683,76104,4,92.97,38767
148,1730078527.364683,74654,5,33.61,84598
149,1730078587.364683,64986,5,41.77,90275
150,1730078647.364683,62536,1,92.61,63188
151,1730078707.364683,54708,1,15.98,87495
152,1730078767.364683,63910,1,87.71,30885
153,1730078827.364683,70118,1,53.68,82273
154,1730078887.364683,63172,5,73.42,30720
155,1730078947.364683,6788,2,16.07,24787
156,1730079007.364683,95781,1,19.61,42522
157,1730079067.364683,80362,5,94.07,488
158,1730079127.364683,28969,4,98.43,49676
159,1730079187.364683,64854,3,72.14,74568
160,1730079247.364683,78739,2,38.31,67576
161,1730079307.364683,22512,5,32.5,47375
162,1730079367.364683,90311,3,78.83,30652
163,1730079427.364683,38415,4,76.57,23737
164,1730079487.364683,71983,4,14.36,78197
165,1730079547.364683,40163,2,81.44,52595
166,1730079607.364683,92911,4,43.71,53624
167,1730079667.364683,90913,1,15.18,45378
168,1730079727.364683,59420,2,54.74,10398
169,1730079787.364683,64672,2,46.2,40625
170,1730079847.364683,17664,5,21.13,26182
171,1730079907.364683,26075,2,72.4,64533
172,1730079967.364683,61974,4,67.92,67118
173,1730080027.364683,15852,2,14.81,76285
174,1730080087.364683,91778,2,77.3,96113
175,1730080147.364683,24156,5,91.02,94516
176,1730080207.364683,48325,1,12.78,74192
177,1730080267.364683,69678,3,13.53,92867
178,1730080327.364683,86787,1,57.13,48284
179,1730080387.364683,12670,3,94.09,83256
180,1730080447.364683,417,2,91.91,88321
181,1730080507.364683,36176,2,36.61,87269
182,1730080567.364683,74155,2,35.88,63072
183,1730080627.364683,40626,2,68.02,88448
184,1730080687.364683,53475,4,28.06,33344
185,1730080747.364683,13604,3,25.66,42573
186,1730080807.364683,1742,5,73.09,19573
187,1730080867.364683,66730,4,29.83,64655
188,1730080927.364683,35600,3,57.83,9189
189,1730080987.364683,62892,4,68.76,19205
190,1730081047.364683,89840,5,85.08,57543
191,1730081107.364683,1078,5,94.87,87682
192,1730081167.364683,32568,4,17.43,92847
193,1730081227.364683,57777,2,74.94,38372
194,1730081287.364683,90566,5,28.23,53492
195,1730081347.364683,74572,4,41.79,30014
196,1730081407.364683,33244,3,7.34,16976
197,1730081467.364683,50328,4,93.64,46407
198,1730081527.364683,23873,1,92.11,35850
199,1730081587.364683,25223,1,68.49,55111
200,1730081647.364683,1762,1,18.02,18755
201,1730081707.364683,99506,2,78.04,31899
202,1730081767.364683,55878,1,53.23,83998
203,1730081827.364683,91493,3,38.3,1746
204,1730081887.364683,60948,2,95.12,32221
205,1730081947.364683,90355,4,20.57,88527
206,1730082007.364683,61955,5,81.53,78876
207,1730082067.364683,17183,2,49.83,5068
208,1730082127.364683,49209,3,18.43,94995
209,1730082187.364683,78250,1,42.11,88867
210,1730082247.364683,8617,2,92.24,50958
211,1730082307.364683,26907,1,71.14,58289
212,1730082367.364683,82195,1,33.51,54676
213,1730082427.364683,2321,1,88.49,82398
214,1730082487.364683,82314,5,17.95,93271
215,1730082547.364683,85671,2,20.65,16613
216,1730082607.364683,3931,1,36.28,41336
217,1730082667.364683,83198,1,30.32,39635
218,1730082727.364683,79844,5,52.95,36213
219,1730082787.364683,8176,1,78.67,1135
220,1730082847.364683,57268,5,72.7,35672
221,1730082907.364683,62576,5,55.11,14265
222,1730082967.364683,58242,1,30.28,25643
223,1730083027.364683,51611,3,14.85,42857
224,1730083087.364683,38030,5,96.14,59634
225,1730083147.364683,4925,1,64.59,40038
226,1730083207.364683,75093,3,93.83,84759
227,1730083267.364683,27210,2,42.8,59433
228,1730083327.364683,85420,5,65.53,24044
229,1730083387.364683,58181,1,96.46,18317
230,1730083447.364683,44864,1,48.47,97975
231,1730083507.364683,36069,2,61.04,73234
232,1730083567.364683,87728,3,48.47,14542
233,1730083627.364683,21168,4,6.42,63753
234,1730083687.364683,80173,5,43.26,34797
235,1730083747.364683,31449,2,34.3,36210
236,1730083807.364683,10815,2,13.75,71429
237,1730083867.364683,57401,3,55.22,5079
238,1730083927.364683,82599,1,13.31,65245
239,1730083987.364683,59055,1,48.84,57816
240,1730084047.364683,36402,5,50.14,36124
241,1730084107.364683,99994,1,47.48,41837
242,1730084167.364683,57701,5,87.38,86434
243,1730084227.364683,6821,2,58.08,31130
244,1730084287.364683,23556,1,41.61,70912
245,1730084347.364683,54344,5,12.32,43248
246,1730084407.364683,40986,2,49.42,54171
247,1730084467.364683,27037,4,47.51,92698
248,1730084527.364683,9390,5,65.99,64800
249,1730084587.364683,58157,4,15.83,73977
250,1730084647.364683,83146,4,46.55,43253
251,1730084707.364683,54143,5,92.99,36088
252,1730084767.364683,40595,3,15.58,29301
253,1730084827.364683,10393,1,37.76,9112
254,1730084887.364683,17815,1,5.81,32680
255,1730084947.364683,54747,2,86.71,28404
256,1730085007.364683,56009,4,24.87,93014
257,1730085067.364683,1007,4,63.0,68078
258,1730085127.364683,999,3,39.33,10013
259,1730085187.364683,50555,4,64.36,55813
260,1730085247.364683,92462,4,75.2,5416
261,1730085307.364683,92522,3,47.46,80140
262,1730085367.364683,29314,3,69.86,88809
263,1730085427.364683,31833,1,44.53,5254
264,1730085487.364683,62680,2,32.4,77187
265,1730085547.364683,96549,3,43.33,39328
266,1730085607.364683,54349,2,98.5,50197
267,1730085667.364683,77789,1,81.16,35610
268,1730085727.364683,90875,4,93.36,95267
269,1730085787.364683,94863,3,60.39,14810
270,1730085847.364683,39060,5,70.25,50337
271,1730085907.364683,58396,2,18.3,58566
272,1730085967.364683,47356,4,48.81,4189
273,1730086027.364683,85121,3,32.67,72157
274,1730086087.364683,49292,4,49.62,8406
275,1730086147.364683,56811,1,75.38,55
276,1730086207.364683,54623,4,24.24,60597
277,1730086267.364683,27749,3,91.9,31085
278,1730086327.364683,73500,3,82.17,35665
279,1730086387.364683,43016,5,57.53,50792
280,1730086447.364683,65974,3,37.15,11335
281,1730086507.364683,97571,5,94.36,1028
282,1730086567.364683,29279,4,47.07,31507
283,1730086627.364683,24119,4,87.34,64320
284,1730086687.364683,10721,1,36.12,49631
285,1730086747.364683,20348,5,47.82,67948
286,1730086807.364683,58989,2,54.09,78826
287,1730086867.364683,89313,2,69.42,41527
288,1730086927.364683,95769,3,25.45,91402
289,1730086987.364683,82732,1,78.41,8656
290,1730087047.364683,9673,5,90.42,62459
291,1730087107.364683,68066,2,94.37,10930
292,1730087167.364683,1629,1,68.29,86331
293,1730087227.364683,87110,1,65.56,12055
294,1730087287.364683,22236,1,9.96,78958
295,1730087347.364683,50078,1,59.28,21536
296,1730087407.364683,87801,3,30.98,12119
297,1730087467.364683,15775,3,73.87,98488
298,1730087527.364683,97706,1,53.69,18466
299,1730087587.364683,5968,4,15.14,93413
300,1730087647.364683,66541,5,39.4,9967
301,1730087707.364683,34951,1,11.16,91417
302,1730087767.364683,222,3,41.65,10536
303,1730087827.364683,47253,1,20.92,26521
304,1730087887.364683,81065,1,96.15,50637
305,1730087947.364683,13141,4,52.77,9296
306,1730088007.364683,89455,1,46.93,9309
307,1730088067.364683,30053,5,63.7,71304
308,1730088127.364683,18981,3,9.62,14474
309,1730088187.364683,76123,5,52.69,76294
310,1730088247.364683,76008,3,9.8,54764
311,1730088307.364683,47623,1,20.05,25878
312,1730088367.364683,15867,1,28.85,47070
313,1730088427.364683,96583,5,20.14,69722
314,1730088487.364683,56487,4,70.89,82667
315,1730088547.364683,65733,3,52.93,98573
316,1730088607.364683,68919,2,65.6,26899
317,1730088667.364683,91470,1,27.33,50692
318,1730088727.364683,40435,2,96.23,80628
319,1730088787.364683,26192,2,90.23,88291
320,1730088847.364683,45427,3,93.35,96466
321,1730088907.364683,89863,3,98.55,19474
322,1730088967.364683,40392,2,94.78,67561
323,1730089027.364683,86145,1,10.29,46034
324,1730089087.364683,31808,1,58.82,32219
325,1730089147.364683,56166,5,89.26,60760
326,1730089207.364683,53601,4,51.33,81168
327,1730089267.364683,60339,5,19.46,87305
328,1730089327.364683,38229,5,38.89,79086
329,1730089387.364683,7098,4,87.01,1409
330,1730089447.364683,19084,1,90.52,68566
331,1730089507.364683,29439,1,48.07,94544
332,1730089567.364683,97031,2,59.92,98824
333,1730089627.364683,61687,4,62.78,11334
334,1730089687.364683,79993,5,26.34,67727
335,1730089747.364683,97551,3,13.46,36444
336,1730089807.364683,94222,5,55.89,3745
337,1730089867.364683,95904,5,86.61,33602
338,1730089927.364683,22566,1,56.7,47561
339,1730089987.364683,45863,2,88.72,75703
340,1730090047.364683,37613,3,93.68,11057
341,1730090107.364683,55450,3,36.44,2916
342,1730090167.364683,93007,5,20.37,40396
343,1730090227.364683,30334,3,69.71,302
344,1730090287.364683,9549,2,34.84,60831
345,1730090347.364683,78508,1,53.91,86419
346,1730090407.364683,63350,1,81.33,17398
347,1730090467.364683,96637,1,52.93,15696
348,1730090527.364683,63196,5,78.85,11003
349,1730090587.364683,64157,5,51.58,78676
350,1730090647.364683,4482,4,20.75,11088
351,1730090707.364683,49226,1,82.07,96950
352,1730090767.364683,23236,2,20.62,24737
353,1730090827.364683,34914,5,13.63,63539
354,1730090887.364683,7825,5,57.17,34004
355,1730090947.364683,23724,3,50.27,71498
356,1730091007.364683,21664,4,52.3,6314
357,1730091067.364683,95887,1,9.02,79410
358,1730091127.364683,37571,4,12.35,37218
359,1730091187.364683,97677,2,52.5,51980
360,1730091247.364683,16826,1,24.33,79403
361,1730091307.364683,77145,1,84.46,4403
362,1730091367.364683,73803,3,39.81,24631
363,1730091427.364683,20124,1,46.0,38366
364,1730091487.364683,32792,3,19.77,13083
365,1730091547.364683,93045,4,81.8,74785
366,1730091607.364683,55092,2,42.89,78409
367,1730091667.364683,14953,2,43.51,74597
368,1730091727.364683,75754,3,38.93,39712
369,1730091787.364683,25000,3,33.06,52777
370,1730091847.364683,27199,5,64.86,51495
371,1730091907.364683,48013,2,96.32,90464
372,1730091967.364683,23105,2,25.34,69293
373,1730092027.364683,98318,3,24.87,56984
374,1730092087.364683,60173,4,96.78,31924
375,1730092147.364683,9920,1,8.62,20177
376,1730092207.364683,38612,2,15.5,99335
377,1730092267.364683,41633,2,30.05,97880
378,1730092327.364683,48727,2,75.25,89726
379,1730092387.364683,88083,4,24.43,85165
380,1730092447.364683,45077,5,27.01,14619
381,1730092507.364683,61700,4,69.44,77439
382,1730092567.364683,10976,2,81.86,10920
383,1730092627.364683,94623,1,88.53,66787
384,1730092687.364683,71083,5,27.07,71842
385,1730092747.364683,90207,4,44.97,43774
386,1730092807.364683,3,3,52.66,72138
387,1730092867.364683,95262,2,89.17,87704
388,1730092927.364683,68844,1,45.36,62000
389,1730092987.364683,27444,5,21.81,28176
390,1730093047.364683,24045,2,35.64,82552
391,1730093107.364683,17092,3,18.61,92988
392,1730093167.364683,10638,3,90.56,86092
393,1730093227.364683,85881,5,29.36,98594
394,1730093287.364683,19503,1,57.22,75444
395,1730093347.364683,67097,3,97.72,72551
396,1730093407.364683,7303,1,52.13,45107
397,1730093467.364683,83558,1,16.64,17030
398,1730093527.364683,96135,2,22.43,13379
399,1730093587.364683,50006,1,54.0,2381
400,1730093647.364683,44795,3,94.85,61608
401,1730093707.364683,20231,2,48.56,17303
402,1730093767.364683,16482,1,53.26,36433
403,1730093827.364683,17721,3,8.68,54294
404,1730093887.364683,72656,5,93.33,65499
405,1730093947.364683,45772,5,67.97,78925
406,1730094007.364683,35235,5,27.83,16116
407,1730094067.364683,26805,5,28.7,25793
408,1730094127.364683,27072,1,21.66,19250
409,1730094187.364683,35418,4,71.85,79860
410,1730094247.364683,83915,3,77.63,70147
411,1730094307.364683,59030,1,80.33,70297
412,1730094367.364683,89379,2,65.34,6140
413,1730094427.364683,48675,5,82.5,92872
414,1730094487.364683,71610,1,21.45,32726
415,1730094547.364683,82219,3,81.74,20574
416,1730094607.364683,70013,3,39.32,30875
417,1730094667.364683,26046,3,56.91,19404
418,1730094727.364683,86307,2,6.25,37226
419,1730094787.364683,88355,1,38.67,30969
420,1730094847.364683,58460,4,82.48,63238
421,1730094907.364683,46825,3,37.18,85536
422,1730094967.364683,53171,2,37.19,40777
423,1730095027.364683,56932,1,7.94,57536
424,1730095087.364683,6214,2,22.81,94863
425,1730095147.364683,92817,4,90.44,40622
426,1730095207.364683,30121,2,19.72,65440
427,1730095267.364683,24290,4,80.4,79635
428,1730095327.364683,64798,3,17.11,51013
429,1730095387.364683,83315,4,88.72,67369
430,1730095447.364683,58972,4,46.9,22934
431,1730095507.364683,33959,1,25.49,56839
432,1730095567.364683,56642,5,74.05,1067
433,1730095627.364683,86324,4,39.48,95535
434,1730095687.364683,18852,3,28.71,16847
435,1730095747.364683,60943,2,5.05,95053
436,1730095807.364683,73543,4,54.37,24086
437,1730095867.364683,29280,2,68.2,87903
438,1730095927.364683,960,2,85.13,94218
439,1730095987.364683,12107,2,9.94,97957
440,1730096047.364683,80029,1,39.38,17455
441,1730096107.364683,86726,2,49.77,5260
442,1730096167.364683,46401,4,9.64,99919
443,1730096227.364683,10079,2,10.83,2966
444,1730096287.364683,1417,4,29.22,89173
445,1730096347.364683,4472,3,66.74,89151
446,1730096407.364683,16722,4,44.05,66850
447,1730096467.364683,15387,1,79.47,56793
448,1730096527.364683,61198,3,13.84,30227
449,1730096587.364683,53215,5,81.68,92612
450,1730096647.364683,20827,3,39.66,82977
451,1730096707.364683,19743,1,11.16,43734
452,1730096767.364683,59687,1,16.84,99487
453,1730096827.364683,43632,2,32.81,94433
454,1730096887.364683,25607,1,74.14,18452
455,1730096947.364683,68767,1,45.07,9428
456,1730097007.364683,28836,5,49.23,44215
457,1730097067.364683,68819,1,16.52,14369
458,1730097127.364683,39157,2,71.0,98210
459,1730097187.364683,34760,5,8.41,32336
460,1730097247.364683,22688,3,45.22,7081
461,1730097307.364683,25812,1,52.87,26221
462,1730097367.364683,65525,3,98.43,60805
463,1730097427.364683,87170,2,36.49,94643
464,1730097487.364683,51867,5,37.18,27345
465,1730097547.364683,59553,3,69.4,37384
466,1730097607.364683,79704,4,26.15,96420
467,1730097667.364683,45129,2,87.81,20005
468,1730097727.364683,5055,3,55.41,59461
469,1730097787.364683,19553,1,77.12,93693
470,1730097847.364683,90343,5,89.04,15173
471,1730097907.364683,42091,5,17.09,79455
472,1730097967.364683,78933,1,6.36,86977
473,1730098027.364683,10342,1,57.71,41175
474,1730098087.364683,25863,3,86.64,83933
475,1730098147.364683,83247,1,39.44,55032
476,1730098207.364683,43707,3,42.32,47710
477,1730098267.364683,16748,2,68.13,81206
478,1730098327.364683,63532,1,53.5,23105
479,1730098387.364683,17257,5,39.69,9839
480,1730098447.364683,95328,1,56.95,51892
481,1730098507.364683,2929,4,59.2,31819
482,1730098567.364683,62139,4,26.22,31022
483,1730098627.364683,60790,2,98.07,43180
484,1730098687.364683,19469,5,85.42,83059
485,1730098747.364683,23012,2,52.46,53595
486,1730098807.364683,54216,2,68.58,23559
487,1730098867.364683,69045,4,59.62,83682
488,1730098927.364683,38828,5,19.9,60837
489,1730098987.364683,19252,4,96.62,47692
490,1730099047.364683,2911,3,58.72,86764
491,1730099107.364683,90574,2,6.54,84954
492,1730099167.364683,64762,5,29.87,91543
493,1730099227.364683,82722,4,87.17,10962
494,1730099287.364683,48725,5,64.48,33364
495,1730099347.364683,77159,5,97.85,16620
496,1730099407.364683,73905,3,65.2,12800
497,1730099467.364683,99553,4,82.17,44309
498,1730099527.364683,29417,3,52.87,37584
499,1730099587.364683,32334,4,77.21,22718
500,1730099647.364683,92511,4,52.1,94504
501,1730099707.364683,12525,2,19.82,56739
502,1730099767.364683,78933,1,95.54,9124
503,1730099827.364683,9298,1,74.39,52651
504,1730099887.364683,10479,4,32.47,58288
505,1730099947.364683,98277,2,98.13,72658
506,1730100007.364683,53385,5,36.98,66003
507,1730100067.364683,60409,1,17.06,97483
508,1730100127.364683,71213,5,54.0,38525
509,1730100187.364683,42458,4,21.57,768
510,1730100247.364683,59966,2,22.33,27802
511,1730100307.364683,22990,2,96.53,48307
512,1730100367.364683,93376,3,96.56,7000
513,1730100427.364683,87226,1,50.32,99448
514,1730100487.364683,72358,4,99.14,11517
515,1730100547.364683,52861,4,88.32,76892
516,1730100607.364683,93148,1,51.89,1236
517,1730100667.364683,17823,1,19.92,70738
518,1730100727.364683,97540,3,80.89,24164
519,1730100787.364683,45753,4,58.7,85809
520,1730100847.364683,81693,1,75.72,44013
521,1730100907.364683,70141,3,57.94,7319
522,1730100967.364683,42043,3,84.98,80355
523,1730101027.364683,8975,1,92.57,38884
524,1730101087.364683,37616,2,96.41,32722
525,1730101147.364683,18111,3,46.19,91021
526,1730101207.364683,23317,3,9.04,36778
527,1730101267.364683,68625,4,53.08,96971
528,1730101327.364683,90360,1,54.51,97091
529,1730101387.364683,14583,5,10.94,56770
530,1730101447.364683,60026,3,94.15,88202
531,1730101507.364683,91970,3,76.51,81969
532,1730101567.364683,35636,4,34.53,94573
533,1730101627.364683,57595,4,74.49,69444
534,1730101687.364683,60945,2,10.24,34800
535,1730101747.364683,97912,4,67.86,51452
536,1730101807.364683,48484,1,50.43,98022
537,1730101867.364683,74677,1,12.47,32158
538,1730101927.364683,4114,4,10.27,2801
539,1730101987.364683,72628,2,30.51,49018
540,1730102047.364683,11327,5,9.89,9343
541,1730102107.364683,68093,4,45.72,94351
542,1730102167.364683,36266,5,29.82,10481
543,1730102227.364683,52318,3,25.13,18163
544,1730102287.364683,32630,4,76.7,64825
545,1730102347.364683,49079,2,7.81,9880
546,1730102407.364683,44338,3,12.87,39701
547,1730102467.364683,42808,5,65.28,32246
548,1730102527.364683,58484,2,64.5,75935
549,1730102587.364683,10585,4,73.86,13223
550,1730102647.364683,1356,1,42.23,60466
551,1730102707.364683,55636,3,40.5,76381
552,1730102767.364683,50165,5,21.05,75736
553,1730102827.364683,53944,3,52.58,44663
554,1730102887.364683,98142,2,8.07,29262
555,1730102947.364683,32796,5,78.24,70946
556,1730103007.364683,19471,1,49.54,55192
557,1730103067.364683,90805,1,15.41,10210
558,1730103127.364683,94124,2,31.88,65564
559,1730103187.364683,85720,5,9.07,48749
560,1730103247.364683,87321,2,29.99,8304
561,1730103307.364683,77791,1,24.55,65687
562,1730103367.364683,90653,5,87.84,68563
563,1730103427.364683,33171,5,53.82,9106
564,1730103487.364683,31884,3,87.09,7189
565,1730103547.364683,61758,2,23.39,13120
566,1730103607.364683,91200,3,97.98,91441
567,1730103667.364683,30673,5,64.26,12496
568,1730103727.364683,99892,4,80.47,41800
569,1730103787.364683,6793,4,19.89,10474
570,1730103847.364683,45834,1,29.18,32434
571,1730103907.364683,29330,5,20.57,31466
572,1730103967.364683,93914,4,34.73,51324
573,1730104027.364683,31583,2,52.99,2967
574,1730104087.364683,9532,2,66.45,36014
575,1730104147.364683,80608,3,35.97,25666
576,1730104207.364683,30154,2,35.1,42786
577,1730104267.364683,63386,2,88.9,27831
578,1730104327.364683,12698,5,33.84,10444
579,1730104387.364683,23037,5,94.68,94510
580,1730104447.364683,70102,2,68.38,27607
581,1730104507.364683,58742,3,92.25,59247
582,1730104567.364683,39497,3,62.92,24604
583,1730104627.364683,35734,2,11.97,88266
584,1730104687.364683,49822,2,15.06,19219
585,1730104747.364683,9420,4,88.54,39006
586,1730104807.364683,49824,5,62.5,10418
587,1730104867.364683,53628,2,76.2,73399
588,1730104927.364683,38971,1,16.66,51101
589,1730104987.364683,22498,2,87.5,95544
590,1730105047.364683,96121,3,44.19,80996
591,1730105107.364683,84995,5,82.88,41576
592,1730105167.364683,51310,3,50.08,7256
593,1730105227.364683,90927,1,57.98,96908
594,1730105287.364683,39280,1,40.93,72830
595,1730105347.364683,81455,4,23.09,45142
596,1730105407.364683,7698,1,97.92,42225
597,1730105467.364683,56561,4,17.72,23978
598,1730105527.364683,51115,1,18.9,31847
599,1730105587.364683,14985,5,49.9,46863
600,1730105647.364683,50930,2,60.08,56741
601,1730105707.364683,31556,2,57.99,98889
602,1730105767.364683,1071,4,33.12,95037
603,1730105827.364683,77682,1,71.05,5441
604,1730105887.364683,30715,1,93.97,98721
605,1730105947.364683,23319,2,8.03,47270
606,1730106007.364683,88744,3,79.19,79484
607,1730106067.364683,96368,4,22.73,75950
608,1730106127.364683,14563,3,43.31,72305
609,1730106187.364683,53758,1,83.3,69302
610,1730106247.364683,66339,3,78.52,38591
611,1730106307.364683,43717,1,60.31,82661
612,1730106367.364683,42673,2,16.96,20743
613,1730106427.364683,31782,4,50.33,89348
614,1730106487.364683,70764,3,28.43,5886
615,1730106547.364683,7967,1,82.63,28587
616,1730106607.364683,66922,5,61.45,65833
617,1730106667.364683,30853,4,9.7,88073
618,1730106727.364683,2773,2,15.29,77751
619,1730106787.364683,2648,3,13.9,34290
620,1730106847.364683,96448,4,27.74,75273
621,1730106907.364683,18193,3,21.95,18877
622,1730106967.364683,13845,1,81.45,9779
623,1730107027.364683,87013,1,86.25,43501
624,1730107087.364683,60381,4,95.49,72671
625,1730107147.364683,86564,1,88.25,79264
626,1730107207.364683,8359,4,54.26,96589
627,1730107267.364683,65605,2,52.31,63954
628,1730107327.364683,22614,5,56.54,41850
629,1730107387.364683,42505,2,35.29,54765
630,1730107447.364683,96505,4,44.94,54024
631,1730107507.364683,56815,3,76.07,38170
632,1730107567.364683,38180,4,16.4,8583
633,1730107627.364683,9106,1,9.59,49223
